0	3	269.0	4.890909090909091
1	3	320.0	4.050632911392405
7	3	380.0	5.946791862284821
12	3	252.0	5.25
13	5	950.0	5.889646621202727
14	3	299.0	5.137457044673539
15	4	579.0	5.169642857142857
17	4	375.0	5.0675675675675675
18	5	289.0	2.8969526864474737
19	3	309.0	4.753846153846154
26	3	295.068	5.96579053780833
29	3	320.0	5.339562823293843
32	3	499.0	5.544444444444444
34	4	300.0	4.285714285714286
40	3	290.0	5.37037037037037
44	3	345.0	4.107142857142857
45	4	449.0	4.157407407407407
46	3	420.0	5.630026809651475
48	3	329.0	5.612418969634937
49	3	355.0	5.546875
57	3	226.0	5.022222222222222
58	3	600.0	5.660377358490566
60	3	319.024	5.876293976791306
61	4	569.0	5.035398230088496
64	3	329.0	4.7
72	3	370.496	5.6
74	3	339.0	5.844827586206897
80	3	329.0	4.7
81	3	245.0	5.072463768115942
82	3	319.0	4.796992481203008
83	3	273.0	3.4556962025316458
85	3	364.0	5.6
94	5	690.0	5.0
105	3	275.0	5.188679245283019
116	3	397.0	4.362637362637362
117	4	450.0	3.629032258064516
120	3	359.0	6.189655172413793
121	3	276.36400000000003	5.710000000000001
125	3	333.06	6.1
128	4	381.457	5.509995666618518
137	3	340.0	5.230769230769231
144	3	355.0	4.493670886075949
148	4	385.0	4.277777777777778
151	4	279.0	4.359375
155	3	322.558	5.710001770224818
158	3	339.0	4.6438356164383565
159	3	353.88199999999995	5.8999999999999995
161	4	465.0	5.166666666666667
172	3	289.0	4.616613418530351
175	3	326.073	6.1499999999999995
176	4	259.0	3.8888888888888893
177	4	375.0	3.9473684210526314
179	3	415.0	5.431937172774869
188	6	1140.0	5.9067357512953365
193	3	276.0	5.2075471698113205
197	5	450.0	3.4615384615384617
198	3	245.0	5.104166666666667
199	5	900.0	5.832793259883344
203	3	409.0	3.728350045578851
205	4	599.0	4.074829931972789
209	3	363.13300000000004	6.1000000000000005
211	3	245.7	4.2
214	3	308.066	6.049999999999999
215	3	323.357	5.737349183818312
216	3	385.0	4.020048031742717
218	4	469.0	5.0978260869565215
220	3	400.0	5.797101449275362
221	3	370.0	5.138888888888889
224	4	334.57300000000004	4.587590840532017
225	3	289.0	4.3589743589743595
230	3	409.0	4.397849462365591
231	3	299.0	5.05922165820643
235	3	309.0	5.237288135593221
236	3	315.0	3.9873417721518987
246	3	615.0	5.970873786407767
252	3	310.0	4.84375
254	4	324.9	4.39054054054054
256	3	328.842	5.749991257212799
258	3	360.0	3.287671232876712
260	3	311.76599999999996	5.709999999999999
262	3	320.0	4.2105263157894735
269	5	420.0	4.615384615384615
271	3	265.0	5.638297872340425
281	4	299.0	4.052588777446462
285	4	355.0	4.797297297297297
287	3	298.0	4.65625
290	5	690.0	5.0
292	3	263.0	5.9772727272727275
296	4	350.0	4.6198521647307285
299	3	210.0	4.285714285714286
300	3	344.0	5.548387096774194
302	4	340.0	4.80225988700565
304	3	209.0	4.8604651162790695
305	3	365.0	5.53030303030303
306	4	399.0	4.680351906158358
308	3	274.0	3.5584415584415585
311	3	265.0	5.638297872340425
317	3	324.0	4.764705882352941
318	3	275.0	4.296875
319	3	335.0	4.71830985915493
321	3	230.0	5.4245283018867925
323	3	310.0	4.769230769230769
324	3	325.0	5.327868852459017
326	3	249.99900000000002	4.629611111111111
327	3	279.0	4.359375
328	3	438.691	5.667842377260981
329	3	340.0	5.230769230769231
332	4	399.0	4.6395348837209305
333	4	329.999	4.402334578441836
334	3	300.0	4.087193460490463
335	4	390.0	3.0
336	3	219.99900000000002	4.680829787234043
340	3	379.0	5.121621621621622
351	3	309.0	4.446043165467626
353	3	285.0	5.9375
354	3	350.0	5.46875
356	3	349.566	5.70999673309376
358	3	318.0	4.746268656716418
362	3	320.0	5.161290322580645
367	3	456.19199999999995	5.9399999999999995
370	3	289.0	5.351851851851852
372	3	285.0	4.453125
373	3	285.0	6.0638297872340425
377	3	329.0	4.7
378	3	296.56	5.965801649567491
383	3	275.0	5.851063829787234
384	3	402.0	6.0
387	4	625.0	5.208333333333333
388	3	259.0	4.841121495327103
389	3	374.775	5.699999999999999
393	3	299.0	5.802445177566466
394	4	259.0	3.463492912543461
398	3	436.51800000000003	6.088966383038081
399	3	290.0	4.53125
401	3	402.0	6.0
402	3	329.0	4.91044776119403
410	3	340.0	5.666666666666667
415	3	279.0	5.9361702127659575
418	4	385.0	4.277777777777778
421	3	348.406	5.8
423	3	390.0	5.963302752293577
425	3	380.0	4.162102957283681
426	3	357.18	6.0
427	3	324.0	4.628571428571429
430	4	315.0	4.279891304347826
431	3	320.0	4.571428571428571
433	3	299.0	5.6415094339622645
434	3	275.0	4.296875
435	3	459.0	6.202702702702703
437	4	465.0	6.000774293457221
439	5	450.0	4.891304347826087
442	4	390.2	5.659994197853206
449	3	335.029	5.609996651038178
451	3	311.92	5.6
454	3	320.0	5.161290322580645
455	3	320.0	5.161290322580645
459	3	330.055	5.5
463	3	325.0	5.078125
464	3	395.0	5.197368421052632
476	3	335.0	5.677966101694915
477	4	325.0	4.642857142857143
479	3	280.29900000000004	5.960004252604721
481	4	590.0	3.933333333333333
482	3	279.0	3.576923076923077
487	3	289.0	6.148936170212766
494	3	315.0	5.338983050847458
495	3	255.0	5.3125
496	3	278.0	4.633333333333334
497	4	355.0	4.797297297297297
499	4	450.0	4.398826979472141
500	3	349.99	4.380350438047559
501	3	364.981	5.1032019015659955
502	4	349.0	5.369230769230769
503	3	279.0	6.2
506	4	665.26	6.2
509	3	419.0	5.338939857288481
510	3	320.0	4.945904173106646
511	4	390.0	2.997694081475788
516	3	265.0	3.955223880597015
520	3	285.0	3.8565629228687412
521	3	359.0	5.279411764705882
528	3	376.23199999999997	5.623796711509715
530	3	374.906	5.587272727272728
532	4	435.0	4.692556634304207
533	3	299.0	4.82258064516129
534	3	210.0	3.888888888888889
535	3	330.0	3.8777908343125738
536	4	330.0	4.429530201342282
538	3	310.0	5.344827586206897
542	3	320.698	5.924588952521706
545	3	318.0	5.071770334928229
546	3	275.397	6.1499999999999995
547	3	450.6	6.080151126703549
552	4	450.165	5.8003478933127175
554	3	319.0	3.775147928994083
555	3	328.0	5.857142857142857
558	4	320.0	3.076923076923077
566	4	317.0	4.876923076923077
570	3	399.0	5.391891891891892
573	3	314.029	5.560003541076488
581	3	309.0	4.753846153846154
582	3	320.0	6.027500470898474
587	3	321.53	5.7099982241164975
